Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
56,57,5,6,51,52,14
53,54,5,6,48,49,4
44,44,6,5,38,38,33
106,87,9,8,96,80,26
38,37,5,5,32,32,1
89,86,8,7,82,79,4
48,48,6,6,43,43,9
54,54,6,6,49,49,8
40,37,6,5,35,32,9
39,36,5,6,34,31,22
60,60,6,6,55,55,40
30,30,6,6,24,25,4
37,35,6,6,31,30,34
36,38,6,6,31,32,35
55,57,6,6,50,52,16
61,61,6,6,56,56,12
33,30,5,6,28,25,22
31,30,6,5,26,25,10
48,55,5,6,43,50,15
124,111,10,10,114,102,11
34,33,5,5,28,28,10
37,33,6,5,32,28,31
47,44,5,5,42,39,21
29,26,6,6,24,21,11
82,73,8,6,75,67,13
34,33,6,5,29,28,4
55,54,5,5,50,49,25
29,29,5,5,23,24,3
37,38,6,5,32,33,12
71,65,7,6,64,60,13
32,31,5,5,26,26,25
71,71,7,6,65,65,36
33,32,5,6,28,27,26
136,123,11,10,125,113,31
39,43,5,6,34,37,40
119,116,10,11,109,106,11
31,31,6,6,26,26,3
44,45,6,6,39,40,12
37,34,6,5,32,29,28
108,107,10,9,99,98,18
56,49,6,5,50,44,27
47,47,6,5,42,42,38
39,39,6,5,34,34,5
40,40,6,5,35,35,38
38,36,5,6,33,31,30
47,45,6,6,42,40,1
39,38,5,5,33,33,2
27,27,5,6,22,22,18
51,41,6,6,45,36,13
44,48,5,6,39,43,2
30,32,5,5,25,26,35
39,38,6,5,34,33,17
47,42,5,6,42,37,22
26,27,6,6,21,21,10
35,37,5,6,30,31,10
53,52,6,5,47,46,3
30,31,6,6,25,26,39
64,56,6,5,59,51,25
27,27,5,5,22,22,12
36,36,5,5,31,31,5
88,82,8,8,81,75,35
83,83,7,7,76,76,35
146,165,12,15,134,150,25
38,37,5,5,32,32,1
89,80,7,8,81,73,18
44,45,5,6,39,39,10
42,42,5,5,37,37,4
35,35,6,5,30,30,12
52,52,6,5,47,47,6
42,50,5,5,37,45,1
27,26,5,5,22,21,41
47,47,6,5,42,42,41
33,33,6,6,28,28,8
56,56,5,6,51,51,3
51,48,5,5,46,43,13
34,33,6,5,29,28,35
40,39,6,6,34,33,33
41,39,6,5,36,34,5
36,38,6,6,31,33,34
68,61,6,5,62,56,30
72,73,6,6,66,67,2
83,76,8,6,76,70,23
46,45,6,5,41,40,7
38,39,5,6,33,34,10
48,51,6,6,43,46,38
37,38,5,5,31,32,15
52,54,5,6,47,48,2
42,42,5,6,37,36,13
31,31,5,5,26,26,9
87,79,7,7,80,72,13
51,51,5,6,45,46,9
50,44,6,6,45,39,25
67,63,6,5,61,58,25
92,93,8,8,84,85,1
47,49,5,6,42,44,9
68,68,6,6,62,62,8
63,57,5,6,58,52,13
39,41,5,5,34,36,3
50,51,6,6,45,46,17
58,54,6,6,53,49,20
40,40,6,6,35,35,3
62,58,5,6,57,53,30
33,33,5,5,28,28,4
71,71,7,7,65,65,12
140,134,13,12,128,122,33
43,43,6,6,38,38,12
47,49,5,6,41,44,3
45,44,6,5,40,39,15
43,41,5,5,38,36,11
33,30,5,5,28,25,11
44,44,5,5,39,39,4
34,32,5,5,29,27,13
46,49,6,6,41,44,7
65,66,5,6,59,60,38
47,45,6,6,42,40,27
57,56,6,5,51,51,9
35,38,5,6,30,33,2
44,43,5,6,39,38,7
46,45,5,5,40,39,3
45,45,6,5,40,40,37
52,53,5,6,47,48,14
50,48,6,6,45,43,4
46,43,5,6,40,37,18
53,49,6,6,47,43,11
29,28,6,6,24,23,18
61,63,5,6,56,58,36
28,28,5,5,23,23,35
56,53,5,6,51,48,18
53,54,5,6,48,49,12
44,45,6,6,39,40,4
46,44,6,6,41,39,31
38,39,5,6,33,34,2
46,44,5,5,41,39,4
64,68,5,6,59,62,7
67,69,6,7,61,63,39
46,50,5,6,41,45,4
65,65,6,6,60,60,3
53,48,6,6,47,43,13
35,35,5,5,30,30,40
29,31,5,6,24,26,17
111,110,10,10,102,101,1
29,27,6,5,24,21,13
50,52,6,6,45,47,28
29,31,5,5,24,26,3
60,62,5,5,55,57,36
33,34,5,5,28,29,5
77,81,7,8,71,74,25
32,32,6,6,27,27,5
60,61,5,5,54,55,36
88,84,7,7,81,77,31
38,38,6,5,33,32,41
128,113,12,10,117,104,11
33,31,5,5,27,25,9
48,43,5,5,43,38,26
35,36,6,6,30,31,10
55,51,6,6,49,46,25
30,31,5,6,25,26,2
145,128,12,11,133,117,25
38,37,5,6,32,32,26
111,99,9,8,102,91,23
50,46,6,6,45,41,28
74,69,7,7,68,63,11
27,34,5,6,22,29,13
46,39,6,5,41,34,29
86,86,8,8,79,79,5
43,39,6,5,38,34,33
42,41,6,5,37,36,1
33,32,6,5,28,27,13
34,35,6,6,29,29,42
55,55,6,6,50,50,10
45,46,5,6,39,41,3
29,28,6,6,23,23,35
52,48,5,5,46,43,31
48,48,6,6,43,43,18
37,38,5,6,32,33,1
41,40,6,5,36,35,10
61,60,6,5,56,55,38
38,40,5,6,32,34,33
41,42,6,5,36,37,1
54,53,5,5,48,48,9
91,88,8,7,83,81,1
33,34,5,6,28,29,7
33,32,5,5,28,27,30
52,57,6,6,47,52,5
62,61,6,6,57,56,7
28,29,5,6,23,24,7
35,35,5,5,30,30,39
32,32,5,5,27,27,7
38,39,5,5,33,34,3
29,29,5,5,24,24,36
33,33,6,6,28,28,38
64,61,5,6,59,56,8
92,92,8,9,84,84,11
69,62,7,5,63,57,10
108,97,9,8,99,89,22
43,47,6,5,38,42,13
46,42,6,5,41,37,22
32,33,5,6,27,28,12
37,38,5,6,32,33,38
34,39,5,6,29,34,38
40,36,5,5,35,31,11
36,36,6,5,31,31,12
29,30,6,6,24,25,2
40,37,6,6,35,32,31
45,47,5,5,40,42,8
81,74,8,6,74,68,23
44,43,6,5,39,38,3
57,51,6,6,51,45,11
44,44,5,5,39,39,4
92,95,8,8,83,87,0
123,113,10,10,112,103,13
49,49,5,5,44,44,7
72,69,7,6,66,63,1
50,51,5,5,45,46,36
29,30,5,5,24,25,31
38,42,6,5,33,37,8
71,68,7,7,65,62,25
44,40,6,6,38,34,20
43,43,5,5,38,38,8
53,50,5,6,48,45,13
43,41,6,5,38,36,2
51,47,6,6,46,42,18
46,44,5,6,41,38,11
70,60,7,5,63,54,25
38,40,5,6,33,35,1
34,34,5,5,29,29,1
32,31,5,6,27,26,13
46,49,5,6,41,44,38
45,45,6,6,40,40,2
57,54,5,6,52,49,23
36,36,5,6,31,31,28
52,47,6,5,47,42,23
63,63,6,6,58,58,14
86,93,8,8,79,85,4
46,48,5,6,41,43,12
53,50,5,6,47,44,11
35,35,5,5,30,30,1
58,57,6,5,53,52,8
97,99,8,9,89,91,16
59,54,6,5,54,49,3
39,42,5,6,34,37,1
53,54,6,5,47,49,12
31,28,6,5,26,23,10
54,46,6,6,48,41,20
71,71,6,6,65,65,12
35,34,6,5,30,29,5
67,62,6,6,61,56,13
42,42,6,6,37,37,1
55,58,5,6,50,53,39
40,37,6,5,34,31,23
64,80,5,8,59,73,1
37,38,5,6,31,32,2
46,51,6,6,40,45,33
37,34,5,5,32,29,20
35,38,5,5,30,33,40
52,52,6,6,47,47,11
41,46,5,5,36,41,35
177,177,16,15,162,162,14
27,33,5,6,22,28,17
37,37,5,6,32,32,11
33,33,5,6,27,28,2
34,36,5,6,29,31,15
36,39,5,6,31,33,11
49,50,5,6,44,45,2
45,44,5,6,40,39,13
46,44,6,5,40,39,14
54,53,6,6,48,48,36
34,34,5,5,29,29,1
27,27,6,5,22,22,11
113,103,10,9,104,94,11
54,55,5,6,49,50,36
28,29,5,5,23,24,6
47,53,6,6,42,47,15
41,41,5,5,36,36,9
60,54,6,6,55,49,25
59,79,5,7,53,72,13
41,37,6,6,36,32,25
32,34,5,5,26,28,4
71,72,7,7,65,66,38
31,32,6,5,26,27,36
38,36,5,6,33,31,25
29,29,6,6,24,24,10
31,33,5,5,26,28,4
34,36,5,6,29,31,35
39,39,5,5,34,34,32
46,46,6,6,41,41,14
42,41,6,5,37,36,10
27,27,5,5,22,22,38
130,131,11,11,119,120,35
40,42,5,5,35,36,35
74,74,7,7,68,68,13
42,47,5,5,37,42,13
28,28,6,5,23,23,35
73,73,7,7,67,67,38
28,29,5,6,23,24,42
38,40,6,5,33,35,13
76,75,7,6,70,69,12
55,51,5,5,50,46,13
144,131,13,12,132,120,25
46,44,5,5,41,39,12
35,31,6,5,29,26,26
48,47,6,6,42,42,1
68,57,7,5,62,51,19
55,59,5,6,50,54,6
31,31,6,6,26,25,2
31,28,5,6,26,23,12
43,44,5,6,38,39,1
49,46,6,5,44,41,25
46,42,6,6,40,37,25
31,32,5,6,26,27,34
37,38,5,5,32,32,17
48,49,6,6,43,44,2
32,33,5,5,27,28,5
49,43,6,5,43,38,28
62,69,5,7,57,63,9
53,48,6,5,48,43,28
30,30,5,6,24,25,2
36,37,5,6,31,32,2
51,51,6,5,46,46,4
37,37,5,6,32,32,13
32,31,6,6,27,26,21
48,48,6,5,43,43,1
105,108,10,9,96,98,2
80,81,8,7,73,73,1
51,47,6,6,45,42,3
84,76,7,7,77,70,21
69,70,6,7,63,63,33
63,59,6,6,58,54,27
42,39,6,6,37,34,20
54,50,6,6,49,45,26
44,47,5,5,38,41,14
39,40,6,6,34,35,35
70,84,6,8,64,77,14
33,40,6,5,28,35,13
95,88,8,8,86,80,13
65,65,6,6,60,60,12
35,35,6,6,30,30,2
27,27,5,5,21,22,10
28,29,6,6,23,24,3
57,51,6,6,52,46,30
34,34,6,6,29,29,8
32,31,6,5,26,25,1
94,96,8,9,86,88,12
32,33,5,6,27,28,10
39,38,5,6,34,33,20
148,137,12,12,136,126,18
62,59,6,5,56,54,42
46,45,5,6,41,40,25
71,62,6,5,65,57,18
31,32,5,5,26,27,2
33,33,5,5,28,28,10
59,55,5,5,54,50,31
33,34,5,5,28,29,41
65,63,6,5,60,57,7
34,34,6,6,29,29,15
27,26,5,6,21,21,18
27,33,5,6,22,28,34
63,62,6,5,58,57,14
62,56,6,6,57,51,25
82,83,7,8,75,76,31
45,46,6,6,40,41,8
82,83,8,8,74,75,36
35,35,6,6,30,30,10
43,49,6,6,38,44,38
64,60,6,5,59,55,32
140,129,13,11,128,118,31
29,32,6,5,23,27,1
39,38,6,6,34,33,11
32,32,5,5,27,27,4
80,71,7,6,72,64,25
47,44,6,5,42,38,11
43,42,5,6,38,37,18
39,43,5,6,34,38,3
46,46,5,6,41,41,12
61,56,5,5,56,51,31
46,42,5,5,41,37,18
41,41,5,5,36,36,25
29,29,5,5,24,24,2
145,144,12,12,132,131,9
71,61,7,6,65,56,22
44,44,5,5,39,39,5
29,27,6,5,24,22,8
38,39,5,6,33,34,3
46,44,6,6,41,39,11
32,33,5,6,26,28,9
34,42,6,5,29,36,1
38,38,5,5,33,33,23
27,26,6,6,21,21,9
38,37,5,6,33,32,11
67,64,6,6,61,59,2
57,52,5,6,52,47,13
77,76,7,6,71,70,14
68,69,7,6,62,63,38
28,27,6,5,22,22,2
55,55,6,5,50,50,12
56,59,5,6,51,54,3
69,69,6,7,63,63,40
42,44,6,5,37,39,3
76,84,6,7,70,77,5
38,40,6,6,33,35,7
57,52,6,6,51,46,23
37,36,6,5,32,31,42
46,45,6,5,40,40,36
40,41,5,6,35,36,8
28,30,5,5,23,25,5
35,35,6,6,30,30,2
47,42,6,5,42,37,29
50,42,6,5,45,37,11
44,44,6,5,39,39,7
29,29,6,6,24,24,2
38,41,5,6,33,36,4
50,50,6,6,45,45,34
87,87,7,7,80,79,9
75,75,7,7,69,69,10
33,34,6,6,28,29,2
50,46,5,5,45,41,18
52,50,6,6,47,45,24
39,42,5,6,34,36,2
47,45,6,6,42,40,35
36,37,5,6,31,32,3
41,42,6,6,36,37,2
70,63,6,5,63,58,18
47,49,5,6,42,44,9
30,31,5,6,25,26,10
53,49,6,6,48,44,28
39,36,5,5,34,31,24
84,76,7,7,77,70,18
53,51,5,5,48,45,11
44,45,6,6,39,40,29
30,31,6,6,25,26,7
27,28,5,5,22,23,15
35,36,5,6,30,31,9
68,71,6,6,62,65,12
63,68,5,6,57,61,2
57,67,5,6,52,61,1
53,56,5,6,48,51,10
48,43,5,5,42,37,12
33,33,5,5,28,28,16
82,86,7,7,74,78,0
53,54,5,5,48,49,0
85,91,7,7,77,82,0
54,57,5,5,49,52,0
31,32,6,5,26,27,0
32,33,5,6,27,28,0
33,33,5,5,28,28,0
41,42,5,5,36,37,0
84,89,7,7,76,80,0
87,93,7,8,78,84,0
55,58,6,6,50,53,0
70,75,6,7,64,68,0
31,32,6,5,26,27,0
31,32,6,5,26,27,0
62,66,6,6,56,60,0
42,45,5,5,37,39,0
50,51,5,5,45,46,0
82,85,8,7,74,77,0
46,47,5,5,41,42,0
53,52,5,5,47,47,0
41,43,5,5,36,38,0
55,53,5,5,49,48,0
51,52,5,5,46,47,0
55,59,6,6,50,54,0
32,30,6,5,27,25,0
73,75,6,7,67,68,0
31,33,6,5,26,28,0
51,52,5,5,46,47,0
31,32,5,6,26,27,0
34,33,5,5,29,28,0
41,44,5,5,36,38,0
87,90,8,8,79,82,0
41,40,5,5,36,35,0
42,43,5,6,37,38,0
41,44,5,5,36,38,0
82,87,7,7,75,79,0
33,31,6,5,28,26,0
68,72,6,7,61,65,0
100,103,8,9,90,94,0
81,85,7,7,73,77,0
39,40,5,6,34,35,0
86,93,7,8,78,84,0
79,83,7,7,72,76,0
34,33,5,5,29,28,0
39,38,6,5,34,33,0
54,57,5,5,49,52,0
33,33,5,5,28,28,0
33,33,5,5,28,28,0
96,99,8,8,86,90,0
33,33,5,5,28,28,0
55,54,5,5,50,49,0
33,31,6,5,28,26,0
52,51,5,5,47,46,0
47,48,5,5,42,42,0
31,32,5,6,26,27,0
92,95,8,8,83,87,0
51,52,5,5,46,47,0
81,85,7,7,73,77,0
55,54,5,5,50,49,0
47,48,5,5,42,42,0
41,44,5,5,36,38,0
32,33,6,5,27,28,0
33,32,5,5,28,27,0
32,32,5,5,27,27,0
51,52,5,5,46,47,0
76,80,6,7,69,73,0
38,38,5,5,33,33,0
50,50,5,5,45,45,0
33,32,5,5,28,27,0
89,94,7,8,81,85,0
50,50,5,5,45,45,0
80,84,7,7,73,76,0
51,52,5,5,46,47,0
51,52,5,5,46,47,0
52,53,5,5,47,48,0
77,82,7,7,71,75,0
34,33,6,5,29,28,0
37,37,5,5,32,32,0
31,32,5,6,26,27,0
85,92,7,7,77,83,0
78,83,7,7,72,76,0
52,53,5,5,47,48,0
97,100,8,8,88,92,0
86,90,7,8,79,82,0
43,42,6,5,38,37,0
55,54,5,5,50,49,0
34,33,6,5,29,28,0
83,87,7,7,75,80,0
89,92,8,7,81,84,0
53,53,5,5,48,48,0
51,52,5,5,46,47,0
50,50,5,5,45,45,0
55,58,5,5,50,53,0
31,30,5,5,26,25,0
51,52,5,5,46,47,0
55,54,5,5,50,49,0
84,90,7,7,76,81,0
32,33,5,6,27,28,0
31,32,5,5,26,27,0
75,79,7,7,68,71,0
82,87,7,7,74,79,0
84,88,7,7,76,81,0
31,33,6,5,26,28,0
33,33,5,5,28,28,0
53,56,5,5,48,51,0
52,52,5,5,47,47,0
89,92,7,8,81,84,0
93,98,7,8,84,89,0
54,58,5,5,49,53,0
32,33,5,6,27,28,0
44,44,6,5,39,38,0
68,72,6,7,61,65,0
87,91,7,7,79,83,0
92,95,8,8,83,87,0
33,33,5,5,28,28,0
32,29,6,5,27,24,0
53,53,5,5,48,48,0
34,33,6,5,29,28,0
33,31,6,5,28,26,0
53,54,5,5,48,49,0
34,33,6,5,29,28,0
53,52,5,5,47,47,0
45,47,5,5,40,41,0
77,82,7,7,71,75,0
77,81,6,7,69,74,0
88,92,7,7,80,84,0
40,41,5,5,35,36,0
84,88,7,7,76,81,0
32,29,6,5,27,24,0
91,94,7,8,82,86,0
68,72,6,7,61,65,0
54,58,5,5,49,53,0
82,88,7,7,75,80,0
32,33,5,5,27,28,0
80,84,6,7,72,77,0
31,32,5,6,26,27,0
55,53,5,5,49,48,0
55,59,6,6,50,54,0
50,50,5,5,45,45,0
32,30,6,5,27,25,0
51,51,5,5,46,46,0
56,60,6,6,51,55,0
32,33,5,6,27,28,0
53,54,5,5,48,49,0
32,30,6,5,27,25,0
55,54,5,5,50,49,0
52,52,5,5,47,47,0
83,87,7,7,76,80,0
90,93,7,8,82,85,0
85,88,8,7,77,80,0
82,85,8,7,74,77,0
50,51,5,5,45,46,0
31,30,5,5,26,25,0
85,92,7,7,77,83,0
87,93,7,8,79,84,0
90,94,7,8,81,86,0
83,89,7,7,75,81,0
48,49,5,5,43,43,0
31,33,6,5,26,28,0
32,33,5,6,27,28,0
55,54,5,5,49,49,0
82,86,7,7,74,79,0
82,85,8,7,74,77,0
96,101,7,8,87,92,0
43,44,5,6,38,39,0
45,47,5,5,40,41,0
33,33,5,5,28,28,0
58,62,6,6,53,57,0
33,33,5,5,28,28,0
51,52,5,5,46,47,0
84,90,7,7,76,81,0
85,88,8,7,77,80,0
68,71,6,7,61,64,0
81,85,7,7,73,77,0
91,94,7,8,83,86,0
32,31,5,5,27,26,0
52,55,5,5,47,50,0
81,85,7,7,73,77,0
98,101,8,8,88,92,0
41,40,6,5,36,35,0
51,52,5,5,46,47,0
50,50,5,5,45,45,0
49,50,5,5,44,45,0
69,73,6,7,62,66,0
43,44,5,6,38,39,0
50,50,5,5,45,45,0
82,86,7,7,74,78,0
80,83,7,7,72,76,0
50,50,5,5,45,45,0
40,39,6,5,35,34,0
54,56,5,5,49,51,0
75,79,7,7,68,71,0
89,94,7,8,81,85,0
84,87,7,7,75,80,0
41,44,5,5,36,38,0
55,54,5,5,50,49,0
32,33,5,6,27,28,0
55,55,6,6,50,50,0
83,87,7,7,75,78,0
32,33,6,5,27,28,0
55,54,5,5,49,49,0
91,94,7,7,82,86,0
55,55,6,6,50,50,0
54,54,5,5,49,49,0
88,91,7,7,79,84,0
81,85,7,7,73,77,0
42,45,5,5,37,39,0
82,86,7,7,74,78,0
32,30,6,5,27,25,0
54,56,5,5,49,51,0
83,87,7,7,75,78,0
71,75,6,7,64,68,0
34,33,6,5,29,28,0
51,52,5,5,46,47,0
87,93,7,8,79,84,0
31,32,5,6,26,27,0
36,37,5,6,31,32,0
33,31,6,5,28,26,0
43,43,5,5,38,38,2
29,30,6,6,24,25,2
35,33,6,5,30,28,2
39,37,6,5,34,32,2
57,57,5,5,52,52,2
34,35,5,6,29,30,2
55,54,6,5,50,49,2
28,29,6,6,23,24,2
73,71,6,7,66,64,2
57,60,5,6,52,55,2
43,41,6,5,38,36,2
29,30,5,6,24,25,2
39,40,5,6,34,35,2
29,30,5,6,24,25,2
40,39,6,5,34,34,2
31,30,6,5,26,25,2
114,125,10,10,108,115,2
31,30,5,5,26,25,2
33,33,5,5,28,27,2
33,33,5,5,28,28,2
46,46,5,6,40,40,2
31,32,5,5,26,27,2
74,71,7,6,67,64,2
29,30,5,6,24,25,2
33,32,6,5,28,27,2
29,30,5,6,24,25,2
36,36,6,5,31,31,2
28,29,6,6,23,24,2
33,33,5,6,27,28,2
40,39,5,5,35,34,2
30,32,5,6,25,27,2
37,39,5,6,32,33,2
43,42,6,5,38,36,2
32,34,5,6,27,28,2
74,71,7,6,68,65,2
33,34,5,5,28,28,2
29,30,5,5,24,25,2
35,31,5,5,29,26,2
45,47,5,6,40,42,3
31,29,6,5,26,24,3
29,29,5,5,23,24,3
69,72,6,7,63,66,3
58,54,6,5,53,49,3
46,48,5,6,41,43,3
68,68,7,7,62,62,3
35,35,6,5,30,29,3
29,30,5,5,24,25,3
37,36,6,5,32,31,3
33,34,5,5,28,29,3
43,45,5,5,38,40,3
33,32,6,5,28,27,3
35,37,5,6,30,32,3
68,69,7,7,62,63,3
62,66,6,6,57,60,3
44,45,5,5,39,40,3
96,96,8,8,88,88,3
44,46,5,5,39,41,3
34,35,5,5,29,30,3
42,44,5,5,37,39,3
29,30,5,5,24,25,3
48,48,6,5,43,43,3
31,33,5,5,26,27,3
28,29,6,5,23,24,3
27,28,5,6,22,23,3
82,85,7,7,75,78,3
48,50,6,5,43,45,3
34,32,5,6,28,27,3
26,28,5,6,21,23,3
69,69,7,7,63,63,3
32,32,5,5,27,27,3
28,29,6,6,23,24,3
50,49,6,5,45,44,3
62,60,6,5,57,55,3
52,52,6,5,46,46,3
55,59,5,5,50,54,3
52,52,5,5,47,46,3
60,59,6,5,55,54,3
39,40,5,5,34,35,3
29,29,5,5,24,24,3
56,56,5,6,51,51,3
51,50,6,5,45,45,3
31,33,5,5,26,28,3
56,56,5,5,51,51,3
32,32,6,5,27,27,3
96,95,8,8,88,87,3
28,29,5,5,22,24,3
34,37,5,6,29,32,3
68,68,7,7,62,62,3
53,54,5,5,48,49,3
29,29,5,5,24,24,3
28,29,6,5,22,24,3
46,48,5,6,41,43,3
28,28,5,5,23,23,3
34,37,5,6,29,32,3
56,56,5,5,51,51,3
33,32,6,5,28,27,3
51,51,5,5,46,46,3
52,53,5,5,47,48,3
28,28,6,5,23,23,3
34,35,5,5,29,30,3
43,45,5,5,38,40,3
35,35,6,5,30,29,3
36,37,5,6,31,32,3
51,52,5,5,46,47,3
30,30,5,5,25,25,3
30,29,5,5,25,24,3
49,49,6,5,44,44,3
28,29,6,5,22,24,3
48,48,5,5,43,43,3
28,29,5,5,23,24,3
31,33,5,5,26,27,3
69,73,6,7,63,67,3
36,37,5,5,31,31,3
62,60,6,5,56,55,3
47,48,5,6,42,43,3
27,26,5,5,22,21,3
38,38,5,5,33,33,3
52,55,5,5,46,50,3
48,50,6,6,43,45,3
37,36,6,5,32,31,3
48,48,6,5,43,43,3
29,29,5,5,23,24,3
33,33,6,5,28,28,3
29,29,5,5,24,24,3
38,39,5,5,33,34,3
32,32,5,5,27,27,3
71,71,6,6,65,65,4
27,28,5,6,21,23,4
37,36,6,5,32,31,4
38,39,5,5,33,34,4
29,29,6,5,24,24,4
43,43,6,6,38,38,4
87,84,7,7,80,77,4
50,49,5,6,45,44,4
41,41,5,5,36,36,4
62,62,5,6,57,57,4
30,31,5,6,25,26,4
46,47,5,6,41,41,4
56,56,6,5,51,51,4
27,27,5,5,22,22,4
34,35,5,6,29,30,4
36,35,6,5,31,30,4
30,30,6,6,25,25,4
105,102,10,9,96,94,4
35,32,6,5,30,27,4
38,37,6,5,33,32,4
34,32,6,5,29,27,4
48,49,5,6,43,44,4
49,49,5,6,44,44,4
56,56,6,5,51,51,4
38,41,5,6,33,36,4
39,40,6,5,34,35,4
44,44,5,5,39,39,4
76,84,7,8,70,77,4
30,30,5,5,25,25,4
44,45,5,6,39,39,4
29,29,6,5,24,24,4
51,52,6,6,46,47,4
28,28,5,5,23,22,4
32,32,6,5,27,27,4
50,48,6,6,45,43,4
29,31,5,6,24,26,4
38,39,5,6,33,34,4
32,31,6,5,27,26,4
51,51,6,5,46,46,4
30,30,5,5,25,25,4
34,33,6,5,29,28,4
46,47,5,6,41,42,4
45,46,6,6,40,41,5
30,30,6,6,25,25,5
48,49,5,6,42,43,5
30,30,5,6,25,25,5
36,36,5,6,31,30,5
48,43,5,5,43,38,5
29,27,6,5,24,22,5
39,39,5,5,33,34,5
34,35,5,5,29,30,5
31,30,6,5,26,24,5
27,27,5,5,22,22,5
34,37,5,6,29,31,5
29,29,5,5,23,24,5
27,26,5,5,22,21,5
34,35,5,6,29,30,5
65,65,6,5,59,59,5
48,50,5,5,43,45,5
62,62,5,6,57,57,5
49,50,6,5,44,45,5
33,32,6,5,28,27,5
31,32,5,5,26,27,5
34,33,6,5,29,28,5
31,30,5,5,26,25,5
28,28,5,5,23,23,5
54,53,6,5,49,48,5
40,40,5,6,35,35,5
31,29,6,5,26,24,5
44,44,5,5,39,39,5
29,29,5,5,23,24,5
42,41,5,5,37,36,5
29,27,6,5,24,22,5
45,44,5,5,40,39,5
32,32,6,6,27,27,5
60,60,5,5,55,55,5
41,39,6,5,36,34,5
53,54,5,5,48,49,5
50,49,5,5,45,44,5
40,40,5,6,35,35,5
81,83,7,7,74,76,5
43,43,5,5,38,38,5
28,30,5,5,22,25,5
63,61,5,5,58,56,5
81,81,8,7,74,74,5
60,61,5,5,54,55,5
59,61,5,5,54,55,5
37,37,5,5,32,32,5
42,42,5,5,37,36,5
62,62,5,6,57,57,5
30,30,5,6,25,25,5
81,82,8,7,74,75,5
29,27,6,5,24,22,5
32,33,5,5,27,28,5
48,50,5,5,43,45,5
55,52,5,5,50,47,5
40,43,5,6,35,38,5
41,40,6,5,36,35,5
34,35,5,6,29,30,5
36,37,5,6,31,32,5
79,83,6,7,72,76,5
53,54,5,6,48,49,5
60,60,5,5,54,54,5
34,35,5,6,29,30,5
42,40,6,5,37,35,5
39,37,6,5,33,32,5
30,32,6,5,25,26,5
42,43,5,5,37,38,5
45,47,6,5,40,42,5
76,83,6,7,70,76,5
42,42,5,5,37,37,5
76,82,6,7,70,75,5
34,37,5,6,29,31,5
60,60,6,5,55,54,5
54,52,5,5,49,47,5
29,29,5,5,24,24,5
55,52,6,5,50,47,5
59,60,5,5,54,55,5
30,30,6,6,25,25,5
43,44,5,5,38,39,5
81,82,7,7,74,75,5
48,43,5,5,43,38,5
64,64,5,5,59,59,5
39,39,6,5,34,34,5
42,40,6,5,37,35,5
45,44,5,5,40,39,5
29,29,5,5,23,24,5
42,43,5,6,37,38,5
38,43,5,5,33,37,6
54,56,5,6,49,51,6
52,54,5,6,47,49,6
43,43,5,5,38,38,6
28,29,5,5,23,24,6
37,39,6,6,32,34,6
32,33,5,5,27,28,6
32,33,5,5,27,28,6
38,42,5,5,33,36,6
42,44,6,5,37,39,6
51,52,6,5,46,46,6
49,50,6,5,44,45,6
37,39,5,5,31,34,6
37,39,5,5,32,34,6
28,28,6,5,23,23,6
29,30,5,5,23,25,6
25,27,5,5,20,22,6
38,43,5,5,33,37,6
31,33,5,5,26,28,6
35,37,6,5,29,31,6
37,39,5,5,32,34,6
43,44,6,5,38,39,6
45,45,6,5,40,40,6
28,28,6,5,23,23,6
37,40,5,5,32,35,6
28,30,5,6,23,25,6
53,55,6,5,48,49,6
28,30,6,6,23,25,6
31,32,5,5,26,27,6
32,33,5,5,27,28,6
36,39,6,6,31,34,6
37,39,5,5,32,34,6
31,33,5,5,26,28,6
31,33,5,5,26,28,6
28,29,6,5,23,24,6
46,47,6,5,41,42,6
28,29,5,5,23,24,6
31,33,5,5,26,28,6
30,32,5,5,25,27,6
28,29,5,5,23,24,6
31,32,5,5,26,27,6
35,37,6,6,30,32,6
43,43,5,5,38,38,6
30,32,5,5,25,27,6
31,32,5,5,26,27,6
28,30,5,6,23,25,6
31,32,5,5,26,27,6
44,45,6,5,39,40,6
28,28,5,5,23,23,6
43,44,5,5,38,39,6
42,45,5,5,37,40,6
35,37,6,5,29,31,6
44,45,6,5,39,40,6
35,37,6,5,29,31,6
32,33,5,5,27,28,6
36,39,6,6,31,34,6
32,32,5,5,27,27,6
39,41,5,5,34,36,6
35,37,6,5,29,31,6
28,29,6,5,23,24,6
32,32,5,5,27,27,6
42,44,5,6,37,39,6
31,32,5,5,26,27,6
28,29,5,5,23,24,6
42,44,6,5,37,39,6
58,60,6,5,53,55,6
37,38,5,5,32,33,6
60,61,6,5,55,56,6
34,36,6,5,28,30,6
31,32,5,5,26,27,6
28,29,6,5,23,24,6
28,30,5,5,23,25,6
30,33,5,5,25,28,6
28,30,5,6,23,25,6
37,39,5,5,32,34,6
35,37,6,6,30,31,6
37,38,6,6,32,33,6
36,39,6,6,31,34,6
52,53,5,5,47,48,6
38,41,5,5,33,35,6
35,37,6,5,29,31,6
45,44,6,5,40,39,6
35,37,6,5,29,32,6
41,45,5,5,35,40,6
28,29,5,5,23,24,6
41,45,5,5,35,40,6
41,45,5,5,35,40,6
